"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2023-09-01","14:05","경기","과천시","중앙로","경기도 과천시 과천동 28-3도","경기도 과천시 갈현동 635-3구","30","45","33","매우좋음"
"2023-09-01","14:16","경기","과천시","별양로","경기도 과천시 원문동 8-1도","경기도 과천시 중앙동 88도","30","43","44","매우좋음"
"2023-09-01","14:27","경기","과천시","관문로","경기도 과천시 중앙동 88도","경기도 과천시 중앙동 64도","30","43","31","매우좋음"
"2023-09-01","14:33","경기","과천시","교육원로","경기도 과천시 중앙동 64도","경기도 과천시 중앙동 61도","28","52","45","매우좋음"
"2023-09-01","14:42","경기","과천시","경마공원대로","경기도 과천시 막계동 254-13임","경기도 과천시 과천동 356-5도","30","42","38","매우좋음"
"2023-09-01","14:48","경기","과천시","과천대로","경기도 과천시 과천동 산95-11도","경기도 과천시 갈현동 622-8도","30","44","39","매우좋음"
"2023-09-04","09:46","인천","부평구","평천로","인천광역시 부평구 청천동 372-6천","인천광역시 부평구 삼산동 106-212 도","27","83","81","좋음"
"2023-09-04","10:05","인천","부평구","체육관로","인천광역시 부평구 삼산동 395-9도","인천광역시 부평구 갈산동 414도","27","86","58","좋음"
"2023-09-04","10:15","인천","부평구","수변로","인천광역시 부평구 삼산동 156-3 도","인천광역시 부평구 부개동 375-1도","28","83","17","매우좋음"
"2023-09-04","10:30","인천","부평구","항동로","인천광역시 부평구 부개동 378도","인천광역시 부평구 일신동 398-19 도","28","80","52","좋음"
"2023-09-04","10:35","인천","부평구","무네미로","인천광역시 부평구 구산동 12-7도","인천광역시 부평구 구산동 346-2 도","28","78","25","매우좋음"
"2023-09-04","10:48","인천","부평구","경인로","인천광역시 부평구 구산동 12-7도","인천광역시 부평구 십정동 592도","28","79","32","매우좋음"
"2023-09-04","11:09","인천","부평구","마장로","인천광역시 부평구 십정동 596도","인천광역시 부평구 청천동 372도","29","78","29","매우좋음"
"2023-09-04","11:27","인천","부평구","안남로","인천광역시 부평구 청천동 372도","인천광역시 부평구 부평동 686도","29","76","22","매우좋음"
"2023-09-04","11:48","인천","부평구","부영로","인천광역시 부평구 산곡동 281-30도","인천광역시 부평구 부평동 686도","29","77","13","매우좋음"
"2023-09-04","12:03","인천","부평구","아트센터로","인천광역시 부평구 십정동 546-3도","인천광역시 부평구 십정동 186-544도","29","77","25","매우좋음"
"2023-09-04","12:12","인천","부평구","열우물로","인천광역시 부평구 십정동 335도","인천광역시 부평구 십정동 531-3도","29","75","16","매우좋음"
"2023-09-04","13:06","인천","부평구","백범로","인천광역시 부평구 십정동 526-7도","인천광역시 부평구 십정동 335도","30","70","22","매우좋음"
"2023-09-04","13:35","경기","의왕시","덕영대로","경기도 의왕시 이동 294-4도","경기도 의왕시 월암동 762-2 도","31","69","16","매우좋음"
"2023-09-04","13:41","경기","의왕시","부곡중앙로","경기도 의왕시 삼동 471-94대","경기도 의왕시 삼동 248-1도","30","68","19","매우좋음"
"2023-09-07","10:31","경기","안산시 단원구","능길로","경기도 안산시단원구 신길동 1440도","경기도 안산시단원구 성곡동 590도","29","48","9","매우좋음"
"2023-09-07","10:43","경기","안산시 단원구","엠티브이1로","경기도 안산시단원구 성곡동 834도","경기도 안산시단원구 목내동 534도","29","46","4","매우좋음"
"2023-09-07","10:58","경기","안산시 단원구","풍전로","경기도 안산시단원구 원시동 803도","경기도 안산시단원구 원곡동 935-1도","28","50","5","매우좋음"
"2023-09-07","11:00","경기","안산시 단원구","연수원로","경기도 안산시단원구 원곡동 993-7도","경기도 안산시단원구 원시동 804도","28","49","6","매우좋음"
"2023-09-07","11:05","경기","안산시 단원구","신안산대학로","경기도 안산시단원구 초지동 663-10도","경기도 안산시단원구 초지동 660-27 도","28","48","22","매우좋음"
"2023-09-07","11:14","경기","안산시 단원구","초지로","경기도 안산시단원구 초지동 794 도","경기도 안산시단원구 초지동 602-2도","29","47","7","매우좋음"
"2023-09-07","11:26","경기","안산시 단원구","한양대학로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 고잔동 847천","29","46","5","매우좋음"
"2023-09-07","11:32","경기","안산시 단원구","광덕동로","경기도 안산시단원구 고잔동 827도","경기도 안산시단원구 고잔동 823도","29","47","11","매우좋음"
"2023-09-07","11:41","경기","안산시 단원구","광덕서로","경기도 안산시단원구 고잔동 789도","경기도 안산시단원구 고잔동 811도","30","45","12","매우좋음"
"2023-09-07","11:49","경기","안산시 단원구","광덕대로","경기도 안산시단원구 고잔동 847천","경기도 안산시단원구 고잔동 554도","30","45","5","매우좋음"
"2023-09-07","12:07","경기","안산시 단원구","적금로","경기도 안산시단원구 고잔동 630도","경기도 안산시단원구 고잔동 784도","30","43","6","매우좋음"
"2023-09-07","12:42","경기","안산시 단원구","초지1로","경기도 안산시단원구 초지동 781도","경기도 안산시단원구 초지동 793 도","31","42","40","매우좋음"
"2023-09-07","12:47","경기","안산시 단원구","광덕1로","경기도 안산시단원구 초지동 793 도","경기도 안산시단원구 고잔동 785천","31","43","6","매우좋음"
"2023-09-07","12:58","경기","안산시 상록구","광덕1로","경기도 안산시상록구 이동 757천","경기도 안산시상록구 이동 726도","31","43","6","매우좋음"
"2023-09-07","13:02","경기","안산시 상록구","광덕3로","경기도 안산시상록구 이동 726도","경기도 안산시상록구 이동 759천","31","44","8","매우좋음"
"2023-09-07","13:05","경기","안산시 단원구","광덕3로","경기도 안산시단원구 고잔동 831천","경기도 안산시단원구 초지동 793 도","32","42","8","매우좋음"
"2023-09-07","13:20","경기","안산시 단원구","광덕2로","경기도 안산시단원구 초지동 793 도","경기도 안산시단원구 고잔동 845도","31","43","11","매우좋음"
"2023-09-07","13:35","경기","안산시 상록구","삼리로","경기도 안산시상록구 사동 1609도","경기도 안산시상록구 사동 1605도","31","42","10","매우좋음"
"2023-09-07","13:44","경기","안산시 상록구","감골로","경기도 안산시상록구 사동 1212-5도","경기도 안산시상록구 사동 1628도","31","40","11","매우좋음"
"2023-09-07","13:51","경기","안산시 상록구","선진로","경기도 안산시상록구 사동 1628도","경기도 안산시상록구 사동 1628도","31","43","16","매우좋음"
"2023-09-07","13:59","경기","안산시 상록구","이호로","경기도 안산시상록구 본오동 995도","경기도 안산시상록구 본오동 881-77도","31","41","52","좋음"
"2023-09-07","14:09","경기","안산시 상록구","반석로","경기도 안산시상록구 본오동 828-13도","경기도 안산시상록구 본오동 881도","33","37","18","매우좋음"
"2023-09-07","14:20","경기","안산시 상록구","본오로","경기도 안산시상록구 본오동 875-6도","경기도 안산시상록구 본오동 1158도","33","36","6","매우좋음"
"2023-09-07","14:30","경기","안산시 상록구","샘골로","경기도 안산시상록구 본오동 1158도","경기도 안산시상록구 본오동 881-8도","33","36","16","매우좋음"
"2023-09-07","14:47","경기","안산시 단원구","중앙대로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 성곡동 693도","33","36","4","매우좋음"
"2023-09-07","15:12","경기","안산시 단원구","삼일로","경기도 안산시단원구 신길동 1375 도","경기도 안산시단원구 고잔동 570-2천","32","37","4","매우좋음"
"2023-09-07","15:29","경기","안산시 상록구","삼일로","경기도 안산시상록구 성포동 679-14천","경기도 안산시상록구 부곡동 708-1도","32","37","7","매우좋음"
"2023-09-07","11:02","서울","광진구","아차산로","서울특별시 광진구 광장동 2-6임","서울특별시 광진구 자양동 23-11구","29","67","5","매우좋음"
"2023-09-07","11:18","서울","광진구","능동로","서울특별시 광진구 자양동 71-2제","서울특별시 광진구 중곡동 298-1 도","29","63","2","매우좋음"
"2023-09-07","11:32","서울","광진구","용마산로","서울특별시 광진구 중곡동 606-1 도","서울특별시 광진구 중곡동 272-14 도","29","63","1","매우좋음"
"2023-09-07","11:43","서울","광진구","긴고랑로","서울특별시 광진구 중곡동 263-1 도","서울특별시 광진구 중곡동 143-146 공","30","60","5","매우좋음"
"2023-09-07","11:58","서울","광진구","동일로","서울특별시 광진구 중곡동 587-1도","서울특별시 광진구 중곡동 263-1 도","31","57","2","매우좋음"
"2023-09-07","12:10","서울","광진구","뚝섬로","서울특별시 광진구 자양동 203-22 도","서울특별시 광진구 구의동 607 도","30","60","4","매우좋음"
"2023-09-07","12:30","서울","광진구","구의강변로","서울특별시 광진구 구의동 200-10 도","서울특별시 광진구 구의동 625-4도","31","61","9","매우좋음"
"2023-09-07","12:35","서울","광진구","자양로","서울특별시 광진구 자양동 753-2도","서울특별시 광진구 구의동 84-2도","31","58","4","매우좋음"
"2023-09-07","12:49","서울","광진구","천호대로","서울특별시 광진구 중곡동 680-16제","서울특별시 광진구 광장동 557-1천","31","57","4","매우좋음"
"2023-09-07","13:05","서울","광진구","광나루로","서울특별시 광진구 구의동 562천","서울특별시 광진구 군자동 355-9 도","32","58","3","매우좋음"
"2023-09-07","11:05","인천","남동구","소래로","인천광역시 남동구 만수동 990도","인천광역시 남동구 논현동 111-392 도","30","53","5","매우좋음"
"2023-09-07","11:21","인천","남동구","아암대로","인천광역시 남동구 논현동 111-463 도","인천광역시 남동구 고잔동 793 도","30","55","5","매우좋음"
"2023-09-07","11:30","인천","남동구","논현고잔로","인천광역시 남동구 고잔동 512-27 도","인천광역시 남동구 논현동 685도","30","54","39","매우좋음"
"2023-09-07","11:44","인천","남동구","앵고개로","인천광역시 남동구 논현동 26-1 도","인천광역시 남동구 고잔동 744천","31","50","4","매우좋음"
"2023-09-07","12:06","인천","남동구","능허대로","인천광역시 남동구 고잔동 744-1 천","인천광역시 남동구 고잔동 801 도","31","50","2","매우좋음"
"2023-09-07","12:14","인천","남동구","호구포로","인천광역시 남동구 고잔동 793 도","인천광역시 남동구 만수동 산2-2 임","31","50","4","매우좋음"
"2023-09-07","13:21","인천","남동구","남동대로","인천광역시 남동구 간석동 215-1도","인천광역시 남동구 고잔동 793 도","33","42","7","매우좋음"
"2023-09-07","13:48","인천","남동구","남동서로","인천광역시 남동구 고잔동 788-1도","인천광역시 남동구 남촌동 635도","33","43","11","매우좋음"
"2023-09-07","13:59","인천","남동구","비류대로","인천광역시 남동구 남촌동 632천","인천광역시 남동구 논현동 1-25유","33","43","6","매우좋음"
"2023-09-07","14:07","인천","남동구","논고개로","인천광역시 남동구 도림동 26-9 도","인천광역시 남동구 논현동 809 도","33","42","4","매우좋음"
"2023-09-07","14:21","인천","남동구","소래역로","인천광역시 남동구 논현동 727-1도","인천광역시 남동구 논현동 685도","32","42","6","매우좋음"
"2023-09-07","14:28","인천","남동구","포구로","인천광역시 남동구 논현동 685도","인천광역시 남동구 논현동 111-339 도","32","44","10","매우좋음"
"2023-09-07","14:35","인천","남동구","청능대로","인천광역시 남동구 논현동 26-1 도","인천광역시 남동구 고잔동 743제","33","41","9","매우좋음"
"2023-09-07","14:50","인천","남동구","은봉로","인천광역시 남동구 논현동 471-4도","인천광역시 남동구 논현동 26-1 도","32","42","26","매우좋음"
"2023-09-07","15:07","인천","남동구","논현로","인천광역시 남동구 논현동 693도","인천광역시 남동구 논현동 714도","33","40","6","매우좋음"
"2023-09-07","15:17","인천","남동구","은청로","인천광역시 남동구 고잔동 768도","인천광역시 남동구 고잔동 748도","33","42","11","매우좋음"
"2023-09-07","09:41","서울","강서구","개화동로","서울특별시 강서구 개화동 659천","서울특별시 강서구 방화동 886-15 도","29","59","8","매우좋음"
"2023-09-07","09:51","서울","강서구","공항대로","서울특별시 강서구 방화동 621-4도","서울특별시 양천구 목동 560도","29","52","8","매우좋음"
"2023-09-07","10:29","서울","강서구","양천로","서울특별시 강서구 염창동 259-8제","서울특별시 강서구 방화동 515-4도","29","52","13","매우좋음"
"2023-09-07","10:55","서울","강서구","초원로","서울특별시 강서구 방화동 651-1도","서울특별시 강서구 방화동 217-156 도","30","49","9","매우좋음"
"2023-09-07","11:00","서울","강서구","마곡중앙5로","서울특별시 강서구 방화동 217-156 도","서울특별시 강서구 마곡동 278-6답","30","49","92","좋음"
"2023-09-07","11:08","서울","강서구","방화대로","서울특별시 강서구 외발산동 산71-15 임","서울특별시 강서구 방화동 46-1 제","30","48","14","매우좋음"
"2023-09-07","11:14","서울","강서구","금낭화로","서울특별시 강서구 방화동 813-17도","서울특별시 강서구 방화동 산 63-2 도","30","47","5","매우좋음"
"2023-09-07","11:27","서울","강서구","하늘길","서울특별시 강서구 방화동 886-15 도","서울특별시 강서구 외발산동 423-1도","30","48","4","매우좋음"
"2023-09-07","11:48","서울","강서구","남부순환로","서울특별시 강서구 방화동 886-15 도","서울특별시 강서구 외발산동 산91-8 임","31","48","9","매우좋음"
"2023-09-07","11:59","서울","강서구","수명로","서울특별시 강서구 외발산동 213도","서울특별시 강서구 내발산동 751-2 도","30","49","6","매우좋음"
"2023-09-07","12:02","서울","강서구","마곡중앙로","서울특별시 강서구 내발산동 751-2 도","서울특별시 강서구 마곡동 228-5제","31","46","56","좋음"
"2023-09-07","12:13","서울","강서구","허준로","서울특별시 강서구 가양동 1457-6도","서울특별시 강서구 가양동 1484-6도","31","45","4","매우좋음"
"2023-09-07","12:29","서울","강서구","등촌로","서울특별시 양천구 목동 605-21도","서울특별시 강서구 화곡동 939-4도","32","40","5","매우좋음"
"2023-09-07","12:35","서울","강서구","국회대로","서울특별시 양천구 목동 409-384천","서울특별시 양천구 신월동 835도","32","39","9","매우좋음"
"2023-09-07","13:26","서울","강서구","가로공원로","서울특별시 강서구 화곡동 662-19도","서울특별시 강서구 화곡동 662-10도","33","35","7","매우좋음"
"2023-09-07","13:29","서울","강서구","강서로","서울특별시 강서구 화곡동 951-6 도","서울특별시 강서구 가양동 439-1제","33","35","9","매우좋음"
"2023-09-07","13:53","서울","강서구","화곡로","서울특별시 마포구 상암동 496-155천","서울특별시 강서구 화곡동 1089-60도","34","35","4","매우좋음"
"2023-09-07","11:46","경기","오산시","동부대로","경기도 오산시 부산동 209-5 도","경기도 오산시 갈곶동 398-4 구","31","41","8","매우좋음"
"2023-09-07","12:02","경기","오산시","남부대로","경기도 오산시 고현동 194도","경기도 오산시 벌음동 138-2도","31","40","10","매우좋음"
"2023-09-07","12:24","경기","오산시","가장로","경기도 오산시 가장동 산 70-2도","경기도 오산시 가수동 289-12 도","30","39","59","좋음"
"2023-09-07","12:33","경기","오산시","성호대로","경기도 오산시 가수동 289-12 도","경기도 오산시 부산동 736답","31","38","15","매우좋음"
"2023-09-07","13:05","경기","오산시","운암로","경기도 오산시 원동 819도","경기도 오산시 오산동 926도","31","39","5","매우좋음"
"2023-09-07","13:11","경기","오산시","경기동로","경기도 오산시 부산동 1-2 도","경기도 오산시 오산동 62-2도","32","36","7","매우좋음"
"2023-09-07","13:24","경기","오산시","청학로","경기도 오산시 가수동 289-12 도","경기도 오산시 내삼미동 901도","32","36","4","매우좋음"
"2023-09-07","13:36","경기","오산시","북삼미로","경기도 오산시 내삼미동 902도","경기도 오산시 외삼미동 138-1도","32","37","11","매우좋음"
"2023-09-07","13:53","경기","오산시","문시로","경기도 오산시 외삼미동 산 32-2도","경기도 오산시 외삼미동 638도","32","36","6","매우좋음"
"2023-09-07","14:04","경기","오산시","경기대로","경기도 오산시 갈곶동 233도","경기도 오산시 세교동 160-11도","32","36","16","매우좋음"
"2023-09-07","14:23","경기","오산시","오산로","경기도 오산시 갈곶동 196-1도","경기도 오산시 수청동 111-12도","32","36","19","매우좋음"
"2023-09-07","14:38","경기","오산시","궐리사로","경기도 오산시 궐동 715 도","경기도 오산시 궐동 711 도","32","36","6","매우좋음"
"2023-09-07","14:45","경기","오산시","수목원로","경기도 오산시 탑동 88-6도","경기도 오산시 세교동 628도","32","37","7","매우좋음"
"2023-09-07","15:09","경기","오산시","오산대역로","경기도 오산시 금암동 298도","경기도 오산시 내삼미동 902도","31","39","13","매우좋음"
"2023-09-07","15:25","경기","오산시","내삼미로","경기도 오산시 내삼미동 902도","경기도 오산시 수청동 75도","31","41","36","매우좋음"
"2023-09-07","15:38","경기","오산시","수청로","경기도 오산시 수청동 604도","경기도 오산시 금암동 481구","32","40","9","매우좋음"
"2023-09-08","09:44","경기","안산시 상록구","순환로","경기도 안산시상록구 부곡동 739-25도","경기도 안산시상록구 월피동 536-47도","26","57","22","매우좋음"
"2023-09-08","09:50","경기","안산시 단원구","순환로","경기도 안산시단원구 와동 268-1도","경기도 안산시단원구 선부동 1166-3 도","26","57","42","매우좋음"
"2023-09-08","10:04","경기","안산시 단원구","산단로","경기도 안산시단원구 선부동 991-32 도","경기도 안산시단원구 원시동 828도","27","54","5","매우좋음"
"2023-09-08","10:29","경기","안산시 단원구","성곡로","경기도 안산시단원구 성곡동 622-1도","경기도 시흥시 거모동 1678-80도","28","51","13","매우좋음"
"2023-09-08","10:46","경기","안산시 단원구","화랑로","경기도 안산시단원구 원곡동 982도","경기도 안산시단원구 고잔동 570-2천","28","51","9","매우좋음"
"2023-09-08","11:08","경기","안산시 단원구","고잔로","경기도 안산시단원구 고잔동 570-2천","경기도 안산시단원구 고잔동 544도","28","50","15","매우좋음"
"2023-09-08","11:28","경기","안산시 상록구","항가울로","경기도 안산시상록구 성포동 679-9도","경기도 안산시상록구 사동 1628도","28","50","9","매우좋음"
"2023-09-08","12:07","경기","안산시 상록구","석호로","경기도 안산시상록구 본오동 828-17도","경기도 안산시상록구 이동 725도","29","49","10","매우좋음"
"2023-09-08","12:31","경기","안산시 상록구","용신로","경기도 안산시상록구 일동 705-1도","경기도 안산시상록구 사동 1270-6도","30","46","5","매우좋음"
"2023-09-08","12:51","경기","안산시 단원구","안산천남로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 초지동 784도","30","46","15","매우좋음"
"2023-09-08","13:00","경기","안산시 단원구","화정천동로","경기도 안산시단원구 고잔동 850도","경기도 안산시단원구 와동 878도","30","45","9","매우좋음"
"2023-09-08","13:20","경기","안산시 단원구","화정천서로","경기도 안산시단원구 와동 880도","경기도 안산시단원구 초지동 794 도","30","45","10","매우좋음"
"2023-09-08","13:46","경기","안산시 단원구","동산로","경기도 안산시단원구 원시동 803도","경기도 안산시단원구 선부동 1075도","30","44","10","매우좋음"
"2023-09-08","13:56","경기","안산시 단원구","선부로","경기도 안산시단원구 선부동 1158-7도","경기도 안산시단원구 와동 268-1도","30","44","64","좋음"
"2023-09-08","14:50","경기","안산시 상록구","충장로","경기도 안산시상록구 부곡동 739-21도","경기도 안산시상록구 본오동 1158도","31","45","8","매우좋음"
"2023-09-08","14:04","경기","의왕시","포일세거리로","경기도 의왕시 포일동 679 도","경기도 의왕시 포일동 485-5도","29","46","6","매우좋음"
"2023-09-08","14:10","경기","의왕시","안양판교로","경기도 의왕시 포일동 산61-4임","경기도 의왕시 청계동 134-8도","30","43","4","매우좋음"
"2023-09-08","14:18","경기","의왕시","덕장로","경기도 의왕시 청계동 999도","경기도 의왕시 포일동 108-2도","29","43","3","매우좋음"
"2023-09-08","14:22","경기","의왕시","포일로","경기도 의왕시 포일동 산63-18임","경기도 의왕시 내손동 713-1도","31","43","9","매우좋음"
"2023-09-08","09:39","서울","양천구","안양천로","서울특별시 양천구 목동 560도","서울특별시 양천구 신정동 871-30도","28","70","7","매우좋음"
"2023-09-08","09:55","서울","양천구","목동로","서울특별시 양천구 신정동 330-8제","서울특별시 양천구 신정동 1060도","27","72","5","매우좋음"
"2023-09-08","10:02","서울","양천구","등촌로","목동 807-5","목동 606-3","28","68","8","매우좋음"
"2023-09-08","10:09","서울","양천구","공항대로","목동 606-18","목동 518","28","68","4","매우좋음"
"2023-09-08","10:14","서울","양천구","목동서로","서울특별시 양천구 목동 910-2제","서울특별시 양천구 신정동 324-4도","28","68","4","매우좋음"
"2023-09-08","10:27","서울","양천구","목동동로","서울특별시 양천구 신정동 574-1도","서울특별시 양천구 목동 910-2제","28","67","2","매우좋음"
"2023-09-08","10:48","서울","양천구","목동중앙로","서울특별시 양천구 목동 919-1도","서울특별시 양천구 목동 136-2도","28","68","10","매우좋음"
"2023-09-08","11:01","서울","양천구","신목로","서울특별시 양천구 목동 916-1도","서울특별시 양천구 신정동 139-2제","28","64","9","매우좋음"
"2023-09-08","11:13","서울","양천구","신월로","서울특별시 양천구 신정동 1094도","서울특별시 양천구 신월동 728-28 도","29","60","15","매우좋음"
"2023-09-08","11:24","서울","양천구","신정이펜1로","서울특별시 양천구 신정동 1322-1 공","서울특별시 양천구 신정동 1316-9 도","29","62","13","매우좋음"
"2023-09-08","11:28","서울","양천구","신정로7길","서울특별시 양천구 신정동 산 125-24 도","서울특별시 양천구 신정동 828 도","29","63","10","매우좋음"
"2023-09-08","11:41","서울","양천구","신정로","서울특별시 양천구 신정동 831-2 도","서울특별시 양천구 신정동 574-1도","29","61","8","매우좋음"
"2023-09-08","11:49","서울","양천구","목동로3길","서울특별시 양천구 신정동 620-2도","서울특별시 양천구 신정동 328-5도","29","62","6","매우좋음"
"2023-09-08","11:56","서울","양천구","목동남로","서울특별시 양천구 신정동 330-9도","서울특별시 양천구 신정동 325-12도","30","59","6","매우좋음"
"2023-09-08","11:59","서울","양천구","중앙로","서울특별시 양천구 신정동 620-2도","서울특별시 양천구 신월동 862도","29","60","7","매우좋음"
"2023-09-08","12:15","서울","양천구","오목로","서울특별시 양천구 목동 409-379천","서울특별시 양천구 신월동 838도","31","57","7","매우좋음"
"2023-09-08","13:20","서울","양천구","가로공원로","서울특별시 양천구 신월동","서울특별시 양천구 신월동 39-5 도","32","53","16","매우좋음"
"2023-09-08","13:25","서울","양천구","화곡로","서울특별시 양천구 신월동 38-6 도","서울특별시 양천구 신월동 258도","31","55","5","매우좋음"
"2023-09-08","13:38","서울","양천구","남부순환로","서울특별시 양천구 신월동","서울특별시 양천구 신정동 857-3 도","32","54","5","매우좋음"
"2023-09-08","09:32","인천","미추홀구","방축로","도화동 967-3","주안동 3-46","28","58","2","매우좋음"
"2023-09-08","09:38","인천","미추홀구","염전로","인천광역시 남동구 간석동 618-3도","인천광역시 미추홀구 도화동 981-1도","27","59","24","매우좋음"
"2023-09-08","09:48","인천","미추홀구","송림로","인천광역시 미추홀구 도화동 20-10 도","인천광역시 미추홀구 도화동 252-4 도","28","58","3","매우좋음"
"2023-09-08","09:51","인천","미추홀구","장고개로","인천광역시 미추홀구 도화동 974-1도","인천광역시 미추홀구 도화동 255도","28","57","9","매우좋음"
"2023-09-08","09:59","인천","미추홀구","주안로","인천광역시 미추홀구 도화동 546도","인천광역시 미추홀구 주안동 883도","28","57","7","매우좋음"
"2023-09-08","10:08","인천","미추홀구","경인로","인천광역시 미추홀구 주안동 957도","인천광역시 미추홀구 숭의동 162-14도","28","56","6","매우좋음"
"2023-09-08","10:28","인천","미추홀구","독배로","인천광역시 미추홀구 숭의동 162-14도","인천광역시 미추홀구 학익동 626-7 도","28","55","8","매우좋음"
"2023-09-08","10:37","인천","미추홀구","소성로","인천광역시 미추홀구 용현동 672-3 도","인천광역시 미추홀구 문학동 428도","29","56","7","매우좋음"
"2023-09-08","10:50","인천","미추홀구","매소홀로","인천광역시 미추홀구 관교동 561 도","인천광역시 미추홀구 용현동 627-567 도","29","55","7","매우좋음"
"2023-09-08","11:15","인천","미추홀구","아암대로","인천광역시 미추홀구 학익동 587-115도","인천광역시 미추홀구 숭의동 443-1도","29","56","10","매우좋음"
"2023-09-08","11:31","인천","미추홀구","인하로","인천광역시 미추홀구 용현동 345-1 도","인천광역시 미추홀구 관교동 16도","29","54","6","매우좋음"
"2023-09-08","11:42","인천","미추홀구","인주대로","인천광역시 미추홀구 주안동 1484도","인천광역시 미추홀구 숭의동 440-16 철","30","54","8","매우좋음"
"2023-09-08","11:56","인천","미추홀구","석정로","인천광역시 미추홀구 숭의동 162-14도","인천광역시 미추홀구 주안동 40-4도","29","57","7","매우좋음"
"2023-09-08","12:14","인천","미추홀구","경원대로","인천광역시 미추홀구 문학동 23-3 도","인천광역시 미추홀구 주안동 40-4도","31","53","8","매우좋음"
"2023-09-08","13:40","인천","미추홀구","미추홀대로","인천광역시 미추홀구 학익동 82-18 임","인천광역시 미추홀구 주안동 234도","31","54","14","매우좋음"
"2023-09-08","13:56","인천","미추홀구","한나루로","인천광역시 미추홀구 도화동 546도","인천광역시 미추홀구 학익동 180-11 도","31","55","8","매우좋음"
"2023-09-08","09:29","인천","중구","월미로","인천광역시 중구 선린동 58-1 도","인천광역시 중구 북성동1가 119도","27","51","40","매우좋음"
"2023-09-08","09:44","인천","중구","인중로","인천광역시 중구 북성동1가 3-55철","인천광역시 중구 신흥동3가 11-4 도","27","49","15","매우좋음"
"2023-09-08","09:54","인천","중구","제물량로","인천광역시 중구 신흥동3가 40-1 도","인천광역시 중구 북성동1가 10도","28","48","15","매우좋음"
"2023-09-08","10:11","인천","중구","참외전로","인천광역시 중구 송월동3가 17도","인천광역시 중구 도원동 64-43도","28","46","29","매우좋음"
"2023-09-08","10:27","인천","중구","우현로","인천광역시 중구 사동 26-19도","인천광역시 중구 인현동 1-2도","28","46","16","매우좋음"
"2023-09-08","10:33","인천","중구","서해대로","인천광역시 중구 유동 2-74도","인천광역시 중구 신흥동3가 77잡","29","46","28","매우좋음"
"2023-09-08","10:50","인천","중구","축항대로290번길","인천광역시 중구 신흥동3가 79도","인천광역시 중구 신흥동3가 35도","28","49","92","좋음"
"2023-09-08","10:58","인천","중구","축항대로","인천광역시 남구 용현동 627-24제","인천광역시 중구 북성동1가 104-1도","29","49","102","보통"
"2023-09-08","11:41","인천","중구","연안부두로","인천광역시 중구 항동7가 27-19 도","인천광역시 중구 항동7가 72 도","29","52","102","보통"
